movieId,cast,director,overview
2861,"John Taylor,Michael Des Barres,Martin Kemp,Jade Gordon,Larry Klein","Allison Anders,Kurt Voss","A look at the lives of  several struggling L.A. musicians. Gwen, a singer-songwriter, is on a quest for the big-time. Working as an assistant to a film production designer, Gwen tries to steal her boss' boyfriend, a veteran rock producer. The producer, meanwhile, is trying to orchestrate a comeback for an '80s band."
2862,"Gary Busey,Don Stroud,Charles Martin Smith,Conrad Janis,William Jordan",Steve Rash,A film about the life and career of the early rock and roll star.
2863,"Chris Sarandon,William Ragsdale,Amanda Bearse,Roddy McDowall,Stephen Geoffreys",Tom Holland,"Nobody believes teenager Charley Brewster when he discovers that his suave new neighbor, Jerry Dandrige, is a vampire. So when the bloodsucker starts stalking Charley, he turns to has-been actor Peter Vincent, famed for portraying a ghoul hunter. Unfortunately for the would-be vampire slayers, Dandrige has set his sights on Charley's girlfriend."
2865,"Roddy McDowall,William Ragsdale,Traci Lind,Julie Carmen,Jon Gries",Tommy Lee Wallace,"After three years of therapy Charley Brewster, now a college student, is convinced that Jerry Dandridge was a serial killer posing as a vampire. But when Regine, a mysterious actress and her entourage move into Peter Vincent's apartment block, the nightmare starts again - and this time it's personal!"
2866,"Robert Redford,Jane Fonda,Charles Boyer,Mildred Natwick,Herb Edelman",Gene Saks,"In this film based on a Neil Simon play, newlyweds Corie, a free spirit, and Paul Bratter, an uptight lawyer, share a sixth-floor apartment in Greenwich Village. Soon after their marriage, Corie tries to find a companion for mother, Ethel, who is now alone, and sets up Ethel with neighbor Victor. Inappropriate behavior on a double date causes conflict, and the young couple considers divorce."
2867,"Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox,Ed Ramey",John Boorman,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country."
2868,"Nigel Terry,Helen Mirren,Nicholas Clay,Cherie Lunghi,Paul Geoffrey",John Boorman,"A surreal adaptation of Sir Thomas Malory's ""Le Morte d'Arthur"", chronicling Arthur Pendragon's conception, his rise to the throne, the search by his Knights of the Round Table for the Holy Grail, and ultimately his death."
2870,"Doris Day,John Raitt,Carol Haney,Eddie Foy Jr.","George Abbott,Stanley Donen",Employees of the Sleeptite Pajama Factory are looking for a whopping seven-and-a-half cent an hour increase and they won't take no for an answer. Babe Williams is their feisty employee representative but she may have found her match in shop superintendent Sid Sorokin. When the two get together they wind up discussing a whole lot more than job actions! Written by A.L. Beneteau
2871,"Jodie Foster,Richard Gere,Bill Pullman,James Earl Jones,Lanny Flaherty",Jon Amiel,"Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart..."
2872,"Jodi Benson,Gino Conforti,Barbara Cook,Gary Imhoff,Charo","Don Bluth,Gary Goldman",The tiny girl meets a fairy prince who saves her from the creatures of the woods.
2874,"Oliver Reed,Ann-Margret,Roger Daltrey,Elton John,Eric Clapton",Ken Russell,"A psychosomatically deaf, dumb and blind boy becomes a master pinball player and the object of a religious cult."
2875,"Linda Blair,Vincent Van Patten,Peter Barton,Suki Goodwin,Kevin Brophy",Tom DeSimone,Four college pledges are forced to spend the night in a deserted old mansion where they get killed off one by one by the monstrous surviving members of a family massacre years earlier for trespassing on their living grounds.
2876,"Jackie Chan,Carol Cheng,Eva Cobo,Shôko Ikeda,Vincent Lyn",Jackie Chan,Agent Jackie is hired to find WWII Nazi gold hidden in the Sahara desert. He teams up with three bungling women (the 3 stooges?) who are all connected in some way. However a team of mercenries have ideas on the ownership of the gold. A battle / chase ensues as to who gets there first. Lots of choregraphed Kung-Fu and quirky Chan humor.
2877,"Jackie Chan,Alan Tam,Rosamund Kwan,Lola Forner,Božidar Smiljanić","Jackie Chan,Eric Tsang","Jackie Chan stars as Asian Hawk, an Indiana Jones-style adventurer looking to make a fortune in exotic antiquities. After Hawk discovers a mysterious sword in Africa, a band of Satan-worshipping monks kidnap his ex-girlfriend Lorelei, demanding the sword as ransom as well as other pieces of the legendary Armour of God - a magical outfit dating back to the Crusades."
2878,"Tommy Lee Jones,Ashley Judd,Bruce Greenwood,Annabeth Gish,Benjamin Weir",Bruce Beresford,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him."
2879,"Robin Williams,Armin Mueller-Stahl,Hannah Taylor-Gordon,Éva Igó,István Bálint",Peter Kassovitz,"In 1944 Poland, a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out after curfew. While waiting for the German Kommondant, Jakob overhears a German radio broadcast about Russian troop movements. Returned to the ghetto, the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto."
2880,"Loren Dean,Hope Davis,Jason Lee,Alfre Woodard,Zooey Deschanel",Lawrence Kasdan,"In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past."
2881,"Natasha Henstridge,Luke Wilson,Janeane Garofalo,Bruce McCulloch,Kristin Lehman",Bruce McCulloch,"Sex comedy takes a look at contemporary dating mores and hypothesizes that the new dating location may be the dog walk in the park. A mild-mannered man loses his present girl friend to another man. His attraction to a kid's TV show hostess goes nowhere because of her obsession with her dog, Peanut. He then gets hooked up with an overly exuberant blonde who overwhelms him. He even lost his collie, Mogley, when his girl friend moved out. In a funny sub-plot, the collie is going to a doggie psychiatrist who determines the dog is being traumatized by his mistress' sexual antics. Jeri and Jeff are best friends whose constant smooching simply makes the leads life less comfortable."
2882,"Sarah Polley,Stephen Rea,Jean Smart,Gina Gershon,Paul Dooley",Audrey Wells,A young girl from an affluent family rebels and becomes involved with a much older photographer.
2883,"Kevin Clash,Mandy Patinkin,Vanessa Williams",Gary Halvorson,"Elmo loves his fuzzy, blue blanket, and would never let anything happen to it. However, a tug-of-war with his friend Zoe sends his blanket to a faraway land, and Elmo in hot pursuit. Facing life without his cherished blanket, Elmo musters all of his determination and courage and heads off on an action-packed rescue mission that plunges him into Grouchland-a place full of grouchy creatures, stinky garbage and the villainous Huxley. Along the way, Elmo learns an important lesson about sharing, realizing that he was selfish with his friend and responsible for what happened."
2884,"Dennis Rodman,Dane Cook,John Pinette,Ricky Harris,Filip Nikolic",Kevin Elders,A tattooed Interpol agent helps an old classmate find the kidnapped daughter of a computer software tycoon.
2885,"Melissa Joan Hart,Stephen Collins,Adrian Grenier,Susan May Pratt,Ali Larter",John Schultz,"Nicole and Chase live next door to each other but are worlds apart. However, they plot a scheme to date each other in order to attract the interest and jealousy of their respective romantic prey. But in the mist of planning a gala centennial celebration, Nicole and Chase find that the one they always wanted was closer than they ever thought."
2886,"Russell Crowe,Hank Azaria,Mary McCormack,Burt Reynolds,Colm Meaney",Jay Roach,"In Mystery, Alaska, life revolves around the legendary Saturday hockey game at the local pond. But everything changes when the hometown team unexpectedly gets booked in an exhibition match against the New York Rangers. When quirky small-towners, slick promoters and millionaire athletes come together."
2887,"George Clooney,Mark Wahlberg,Ice Cube,Spike Jonze,Cliff Curtis",David O. Russell,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything."
2888,"Steve Zahn,William H. Macy,Jeremy Northam,Ally Walker,Ron Perlman",Mark Illsley,"Two escaped convicts roll into the village of Happy, Texas, where they're mistaken for a gay couple who work as beauty pageant consultants. They go along with it to duck the police, but the local sheriff has a secret of his own."
2889,"Christopher Walken,Willem Dafoe,Asia Argento,Gretchen Mol,Annabella Sciorra",Abel Ferrara,A corporate raider and his henchman use a chanteuse to lure a scientific genius away from his employer and family.
2890,"Jonny Lee Miller,Robert Carlyle,Liv Tyler,Ken Stott,Michael Gambon",Jake Scott,"Will Plunkett and Captain James Macleane, two men from different ends of the social spectrum in 18th-century England, enter a gentlemen's agreement: They decide to rid the aristocrats of their belongings. With Plunkett's criminal know-how and Macleane's social connections, they team up to be soon known as ""The Gentlemen Highwaymen"". But when one day these gentlemen hold up Lord Chief Justice Gibson's coach, Macleane instantly falls in love with his beautiful and cunning niece, Lady Rebecca Gibson. Unfortunately, Thief Taker General Chance, who also is quite fond of Rebecca, is getting closer and closer to getting both."
